Entry,Entry Name,Reviewed,Protein names,Gene Names,Organism,Length,gene_id,Category,Sub-category
Q9SB80,REM5_ARATH,reviewed,B3 domain-containing protein REM5 (Auxin response factor 22) (Protein REPRODUCTIVE MERISTEM 5),REM5 ARF22 At4g31640 F28M20.170,Arabidopsis thaliana (Mouse-ear cress),352,AT4G31640.1,Growth & Reproduction,meristem
A0A178V197,A0A178V197_ARATH,unreviewed,(thale cress) hypothetical protein,AXX17_At4g36240 AN1_LOCUS19971 AT9943_LOCUS17234,Arabidopsis thaliana (Mouse-ear cress),352,AT4G31640.1,Uncharacterized,hypothetical protein
O81782,REM6_ARATH,reviewed,B3 domain-containing protein REM6 (Protein REPRODUCTIVE MERISTEM 6),REM6 At4g31650 F28M20.160,Arabidopsis thaliana (Mouse-ear cress),493,AT4G31650.2,Growth & Reproduction,meristem
A0A1P8B943,A0A1P8B943_ARATH,unreviewed,Transcriptional factor B3 family protein,At4g31650 F28M20.160 F28M20_160,Arabidopsis thaliana (Mouse-ear cress),563,AT4G31650.2,Regulation of Gene Expression,transcription
Q8H2D1,REM8_ARATH,reviewed,B3 domain-containing protein REM8 (Auxin response factor 24) (Protein REPRODUCTIVE MERISTEM 8),REM8 ARF24 At4g31680 F28M20.130,Arabidopsis thaliana (Mouse-ear cress),462,AT4G31680.1,Growth & Reproduction,meristem
A0A1P8B798,A0A1P8B798_ARATH,unreviewed,Transcriptional factor B3 family protein,At4g31680 F28M20.130 F28M20_130,Arabidopsis thaliana (Mouse-ear cress),402,AT4G31680.1,Regulation of Gene Expression,transcription
A0A1P8B795,A0A1P8B795_ARATH,unreviewed,Transcriptional factor B3 family protein,At4g31685,Arabidopsis thaliana (Mouse-ear cress),186,AT4G31685.1,Regulation of Gene Expression,transcription
A0A654FUL2,A0A654FUL2_ARATH,unreviewed,TF-B3 domain-containing protein,AN1_LOCUS19976 C24_LOCUS19870,Arabidopsis thaliana (Mouse-ear cress),186,AT4G31685.1,Growth & Reproduction,B3 domain
A0A654FUQ7,A0A654FUQ7_ARATH,unreviewed,TF-B3 domain-containing protein,AN1_LOCUS19977 C24_LOCUS19871,Arabidopsis thaliana (Mouse-ear cress),275,AT4G31690.1,Growth & Reproduction,B3 domain
A0A2H1ZEQ2,A0A2H1ZEQ2_ARATH,unreviewed,Transcriptional factor B3 family protein,At4g31690 F28M20.120 F28M20_120,Arabidopsis thaliana (Mouse-ear cress),275,AT4G31690.1,Regulation of Gene Expression,transcription
Q9ZVI1,FB323_ARATH,reviewed,F-box protein At2g38590,At2g38590 T6A23.21,Arabidopsis thaliana (Mouse-ear cress),424,AT2G38590.1,Multifunction,F-box
D7LBP5,D7LBP5_ARALL,unreviewed,F-box domain-containing protein,ARALYDRAFT_482868,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),319,AT2G38590.1,Multifunction,F-box
Q9SZA6,FBK91_ARATH,reviewed,F-box/kelch-repeat protein At4g33290,At4g33290 F17M5.50,Arabidopsis thaliana (Mouse-ear cress),430,AT4G33290.1,Multifunction,F-box
Q9FH73,FB276_ARATH,reviewed,F-box protein At5g41490,At5g41490 MYC6.19,Arabidopsis thaliana (Mouse-ear cress),387,AT5G41490.1,Multifunction,F-box
Q9FFT0,FB277_ARATH,reviewed,Putative F-box protein At5g41500,At5g41500 MPK23.3,Arabidopsis thaliana (Mouse-ear cress),403,AT5G41500.1,Multifunction,F-box
Q9FFS9,FB278_ARATH,reviewed,Putative F-box protein At5g41510,At5g41510 MBK23.3,Arabidopsis thaliana (Mouse-ear cress),400,AT5G41510.1,Multifunction,F-box
Q9SD64,Q9SD64_ARATH,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),F13I12.140 At3g47090,Arabidopsis thaliana (Mouse-ear cress),1009,AT3G47090.1,Signaling & Transport,kinase
A0A3L6E9Z9,A0A3L6E9Z9_MAIZE,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),At3g47110_1 Zm00014a_004831,Zea mays (Maize),1070,AT3G47110.1,Signaling & Transport,kinase
Q9SD62,Y3471_ARATH,reviewed,Putative receptor-like protein kinase At3g47110 (EC 2.7.11.1),At3g47110 F13I12.160,Arabidopsis thaliana (Mouse-ear cress),1025,AT3G47110.1,Signaling & Transport,kinase
C0LGP4,Y3475_ARATH,reviewed,Probable LRR receptor-like serine/threonine-protein kinase At3g47570 (EC 2.7.11.1),At3g47570 F1P2.120,Arabidopsis thaliana (Mouse-ear cress),1010,AT3G47570.1,Signaling & Transport,kinase
C0LGT6,EFR_ARATH,reviewed,LRR receptor-like serine/threonine-protein kinase EFR (EC 2.7.11.1) (Elongation factor Tu receptor) (EF-Tu receptor),EFR At5g20480 F7C8.70,Arabidopsis thaliana (Mouse-ear cress),1031,AT3G47570.1,Stress Response,EFR
A0A3L6G208,A0A3L6G208_MAIZE,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),At3g47570_1 Zm00014a_043492,Zea mays (Maize),689,AT3G47570.1,Signaling & Transport,kinase
A0A1D1XYJ8,A0A1D1XYJ8_9ARAE,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),At3g47570_1 g.125618,Anthurium amnicola,1044,AT3G47570.1,Signaling & Transport,kinase
A0A654FFJ8,A0A654FFJ8_ARATH,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),AN1_LOCUS15093,Arabidopsis thaliana (Mouse-ear cress),1010,AT3G47570.1,Signaling & Transport,kinase
A0A6J0KGW4,A0A6J0KGW4_RAPSA,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),LOC108818365,Raphanus sativus (Radish) (Raphanus raphanistrum var. sativus),1044,AT3G47570.1,Signaling & Transport,kinase
A0A0D3EDS9,A0A0D3EDS9_BRAOL,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),106313961,Brassica oleracea var. oleracea,1027,AT3G47570.1,Signaling & Transport,kinase
A0A8T1Z9Y4,A0A8T1Z9Y4_ARASU,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ISN44_As11g020220,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),1032,AT3G47570.1,Signaling & Transport,kinase
A0A6J0KIF2,A0A6J0KIF2_RAPSA,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),LOC108818365,Raphanus sativus (Radish) (Raphanus raphanistrum var. sativus),1020,AT3G47570.1,Signaling & Transport,kinase
A0A8T1YYY5,A0A8T1YYY5_9BRAS,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ISN45_Aa06g020360,Arabidopsis thaliana x Arabidopsis arenosa,1032,AT3G47570.1,Signaling & Transport,kinase
M4CDM4,M4CDM4_BRACM,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),,Brassica campestris (Field mustard),1031,AT3G47570.1,Signaling & Transport,kinase
A0A7G2FCC3,A0A7G2FCC3_ARATH,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),AT9943_LOCUS20822,Arabidopsis thaliana (Mouse-ear cress),760,AT3G47570.1,Signaling & Transport,kinase
V4LEF4,V4LEF4_EUTSA,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),EUTSA_v10015316mg,Eutrema salsugineum (Saltwater cress) (Sisymbrium salsugineum),1048,AT3G47570.1,Signaling & Transport,kinase
A0A5S9XIT4,A0A5S9XIT4_ARATH,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),AT9943_LOCUS12985 C24_LOCUS14973,Arabidopsis thaliana (Mouse-ear cress),1010,AT3G47570.1,Signaling & Transport,kinase
A0A654G2T4,A0A654G2T4_ARATH,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),AN1_LOCUS22847,Arabidopsis thaliana (Mouse-ear cress),1031,AT3G47570.1,Signaling & Transport,kinase
A0A7G2FC90,A0A7G2FC90_ARATH,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),AT9943_LOCUS19667,Arabidopsis thaliana (Mouse-ear cress),995,AT3G47570.1,Signaling & Transport,kinase
D7M014,D7M014_ARALL,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),EFR ARALYDRAFT_488953,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),1032,AT3G47570.1,Signaling & Transport,kinase
A0A5S9Y5X1,A0A5S9Y5X1_ARATH,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),C24_LOCUS22733,Arabidopsis thaliana (Mouse-ear cress),1031,AT3G47570.1,Signaling & Transport,kinase
A0A087G8T0,A0A087G8T0_ARAAL,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),AALP_Aa8g227000,Arabis alpina (Alpine rock-cress),503,AT3G47570.1,Signaling & Transport,kinase
A0A6D2J116,A0A6D2J116_9BRAS,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),MERR_LOCUS23895,Microthlaspi erraticum,998,AT3G47570.1,Signaling & Transport,kinase
A0A9W3DBR2,A0A9W3DBR2_RAPSA,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),LOC108846171,Raphanus sativus (Radish) (Raphanus raphanistrum var. sativus),1029,AT3G47570.1,Signaling & Transport,kinase
A0A078FVU4,A0A078FVU4_BRANA,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),BnaC09g37350D GSBRNA2T00094319001,Brassica napus (Rape),836,AT3G47570.1,Signaling & Transport,kinase
A0A816J3P8,A0A816J3P8_BRANA,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),DARMORV10_C09P55720.1,Brassica napus (Rape),1021,AT3G47570.1,Signaling & Transport,kinase
A0A397XUZ0,A0A397XUZ0_BRACM,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),BRARA_J01572,Brassica campestris (Field mustard),1028,AT3G47570.1,Signaling & Transport,kinase
A0A565CUA8,A0A565CUA8_9BRAS,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ANE_LOCUS27450,Arabis nemorensis,1032,AT3G47570.1,Signaling & Transport,kinase
A0A817BFQ6,A0A817BFQ6_BRANA,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),DARMORV10_A10P19520.1,Brassica napus (Rape),1031,AT3G47570.1,Signaling & Transport,kinase
A0A9W3DBG4,A0A9W3DBG4_RAPSA,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),LOC108846171,Raphanus sativus (Radish) (Raphanus raphanistrum var. sativus),987,AT3G47570.1,Signaling & Transport,kinase
D7LNF0,D7LNF0_ARALL,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ARALYDRAFT_347851,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),1012,AT3G47570.1,Signaling & Transport,kinase
A0A8T2CX48,A0A8T2CX48_9BRAS,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ISN45_At05g019520,Arabidopsis thaliana x Arabidopsis arenosa,1031,AT3G47570.1,Signaling & Transport,kinase
A0A087GW78,A0A087GW78_ARAAL,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),AALP_Aa5g105200,Arabis alpina (Alpine rock-cress),1006,AT3G47570.1,Signaling & Transport,kinase
A0A3P6DDP4,A0A3P6DDP4_BRACM,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),BRAA10T44028Z BRAPAZ1V2_A10P20410.2,Brassica campestris (Field mustard),1031,AT3G47570.1,Signaling & Transport,kinase
A0A6D2JA91,A0A6D2JA91_9BRAS,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),MERR_LOCUS23896,Microthlaspi erraticum,1013,AT3G47570.1,Signaling & Transport,kinase
A0A6D2L095,A0A6D2L095_9BRAS,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),MERR_LOCUS46262,Microthlaspi erraticum,1013,AT3G47570.1,Signaling & Transport,kinase
R0FCT8,R0FCT8_9BRAS,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),CARUB_v10000167mg,Capsella rubella,918,AT3G47570.1,Signaling & Transport,kinase
A0A8T1ZC83,A0A8T1ZC83_ARASU,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ISN44_As11g020220,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),970,AT3G47570.1,Signaling & Transport,kinase
A0A8T1ZK41,A0A8T1ZK41_9BRAS,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ISN45_Aa05g012830,Arabidopsis thaliana x Arabidopsis arenosa,1876,AT3G47570.1,Signaling & Transport,kinase
A0A8T2FF87,A0A8T2FF87_ARASU,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ISN44_As03g038920,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),1010,AT3G47570.1,Signaling & Transport,kinase
A0A087GW80,A0A087GW80_ARAAL,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),AALP_Aa5g105200,Arabis alpina (Alpine rock-cress),976,AT3G47570.1,Signaling & Transport,kinase
A0A3P6EGG6,A0A3P6EGG6_BRAOL,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),BOLC9T58438H,Brassica oleracea (Wild cabbage),1026,AT3G47570.1,Signaling & Transport,kinase
M4CQR9,M4CQR9_BRACM,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),BRARA_C00937,Brassica campestris (Field mustard),1032,AT3G47570.1,Signaling & Transport,kinase
A0A8T1ZP96,A0A8T1ZP96_9BRAS,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ISN45_Aa05g015640,Arabidopsis thaliana x Arabidopsis arenosa,977,AT3G47570.1,Signaling & Transport,kinase
A0A8T1ZYD8,A0A8T1ZYD8_ARASU,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ISN44_As10g012500,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),1016,AT3G47570.1,Signaling & Transport,kinase
A0A1J3FC10,A0A1J3FC10_NOCCA,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),LC_TR15533_c0_g1_i1_g.53323,Noccaea caerulescens (Alpine penny-cress) (Thlaspi caerulescens),1016,AT3G47570.1,Signaling & Transport,kinase
A0A565BTP3,A0A565BTP3_9BRAS,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ANE_LOCUS15196,Arabis nemorensis,1002,AT3G47570.1,Signaling & Transport,kinase
A0A6J0MSM9,A0A6J0MSM9_RAPSA,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),LOC108846171,Raphanus sativus (Radish) (Raphanus raphanistrum var. sativus),1057,AT3G47570.1,Signaling & Transport,kinase
D7LNA5,D7LNA5_ARALL,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ARALYDRAFT_347815,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),919,AT3G47570.1,Signaling & Transport,kinase
D7LNH8,D7LNH8_ARALL,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ARALYDRAFT_665189,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),977,AT3G47570.1,Signaling & Transport,kinase
R0H2A4,R0H2A4_9BRAS,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),CARUB_v10016561mg,Capsella rubella,1752,AT3G47570.1,Signaling & Transport,kinase
A0A8T2F7R8,A0A8T2F7R8_9BRAS,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),ISN45_At03g039870,Arabidopsis thaliana x Arabidopsis arenosa,1019,AT3G47570.1,Signaling & Transport,kinase
A0A8X7V1L7,A0A8X7V1L7_BRACI,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),Bca52824_036502,Brassica carinata (Ethiopian mustard) (Abyssinian cabbage),1032,AT3G47570.1,Signaling & Transport,kinase
A0A8X8BFS6,A0A8X8BFS6_BRACI,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),Bca52824_004787,Brassica carinata (Ethiopian mustard) (Abyssinian cabbage),1033,AT3G47570.1,Signaling & Transport,kinase
A0A8X7UDA3,A0A8X7UDA3_BRACI,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),Bca52824_056904,Brassica carinata (Ethiopian mustard) (Abyssinian cabbage),1021,AT3G47570.1,Signaling & Transport,kinase
F8V1G6,F8V1G6_9BRAS,unreviewed,EFR,EFR,Erysimum raulinii,511,AT3G47570.1,Stress Response,EFR
F8V1G5,F8V1G5_9BRAS,unreviewed,EFR,EFR,Erysimum raulinii,511,AT3G47570.1,Stress Response,EFR
F8V1G4,F8V1G4_BRACM,unreviewed,EFR,EFR,Brassica campestris (Field mustard),511,AT3G47570.1,Stress Response,EFR
F8V1H1,F8V1H1_ERUVE,unreviewed,EFR,EFR,Eruca vesicaria (Rocket salad) (Brassica vesicaria),511,AT3G47570.1,Stress Response,EFR
A0A8S2AGR8,A0A8S2AGR8_ARAAE,unreviewed,Leucine-rich repeat-containing N-terminal plant-type domain-containing protein,AARE701A_LOCUS12784,Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa),623,AT3G47570.1,P-P Interaction,Leucine-rich repeat
A0A1J3HN89,A0A1J3HN89_NOCCA,unreviewed,LRR receptor-like serine/threonine-protein kinase EFR,LE_TR17212_c0_g1_i1_g.55348,Noccaea caerulescens (Alpine penny-cress) (Thlaspi caerulescens),352,AT3G47570.1,Stress Response,EFR
A0A1J3CJ39,A0A1J3CJ39_NOCCA,unreviewed,LRR receptor-like serine/threonine-protein kinase EFR,GA_TR19849_c1_g1_i1_g.65593,Noccaea caerulescens (Alpine penny-cress) (Thlaspi caerulescens),399,AT3G47570.1,Stress Response,EFR
A0A1J3JXN1,A0A1J3JXN1_NOCCA,unreviewed,LRR receptor-like serine/threonine-protein kinase EFR,MP_TR17153_c2_g1_i1_g.48661,Noccaea caerulescens (Alpine penny-cress) (Thlaspi caerulescens),657,AT3G47570.1,Stress Response,EFR
F8V1H0,F8V1H0_9BRAS,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),EFR,Biscutella auriculata,511,AT3G47570.1,Signaling & Transport,kinase
A0A8S2ACZ3,A0A8S2ACZ3_ARAAE,unreviewed,Leucine-rich repeat-containing N-terminal plant-type domain-containing protein,AARE701A_LOCUS12754,Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa),790,AT3G47570.1,P-P Interaction,Leucine-rich repeat
F8V1G3,F8V1G3_BRANA,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),EFR,Brassica napus (Rape),511,AT3G47570.1,Signaling & Transport,kinase
A0A8S2AAA2,A0A8S2AAA2_ARAAE,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),AARE701A_LOCUS12784,Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa),780,AT3G47570.1,Signaling & Transport,kinase
A0A8S2AM16,A0A8S2AM16_ARAAE,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),AARE701A_LOCUS15741,Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa),784,AT3G47570.1,Signaling & Transport,kinase
Q9SN80,Q9SN80_ARATH,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),F1P2.130 LRR-RLK At3g47580,Arabidopsis thaliana (Mouse-ear cress),1011,AT3G47580.1,Signaling & Transport,kinase
A0A654FDP1,A0A654FDP1_ARATH,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),At3g47580 AN1_LOCUS15094,Arabidopsis thaliana (Mouse-ear cress),1011,AT3G47580.1,Signaling & Transport,kinase
C0LGT6,EFR_ARATH,reviewed,LRR receptor-like serine/threonine-protein kinase EFR (EC 2.7.11.1) (Elongation factor Tu receptor) (EF-Tu receptor),EFR At5g20480 F7C8.70,Arabidopsis thaliana (Mouse-ear cress),1031,AT5G20480.2,Stress Response,EFR
D7M014,D7M014_ARALL,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),EFR ARALYDRAFT_488953,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),1032,AT5G20480.2,Signaling & Transport,kinase
F4KEF0,F4KEF0_ARATH,unreviewed,non-specific serine/threonine protein kinase (EC 2.7.11.1),MUL8.7 MUL8_7 At5g39390,Arabidopsis thaliana (Mouse-ear cress),502,AT5G39390.1,Signaling & Transport,kinase
Q9FZD5,FB307_ARATH,reviewed,Putative F-box protein At1g26510,At1g26510 T1K7.13,Arabidopsis thaliana (Mouse-ear cress),397,AT1G26510.1,Multifunction,F-box
D7KQP8,D7KQP8_ARALL,unreviewed,F-box family protein,ARALYDRAFT_472768,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),665,AT1G26510.1,Multifunction,F-box
Q9FZD6,FB306_ARATH,reviewed,Putative F-box protein At1g26515,At1g26515 T1K7.12,Arabidopsis thaliana (Mouse-ear cress),366,AT1G26515.1,Multifunction,F-box
A0A5S9W0R5,A0A5S9W0R5_ARATH,unreviewed,(thale cress) hypothetical protein,AT9943_LOCUS2223 C24_LOCUS2609,Arabidopsis thaliana (Mouse-ear cress),366,AT1G26515.1,Uncharacterized,hypothetical protein
Q9FYJ1,FB24_ARATH,reviewed,Putative F-box protein At1g31000,At1g31000 F17F8.8,Arabidopsis thaliana (Mouse-ear cress),365,AT1G31000.1,Multifunction,F-box
O81055,ASK16_ARATH,reviewed,SKP1-like protein 16 (AtSK16),ASK16 At2g03190 T18E12.14,Arabidopsis thaliana (Mouse-ear cress),170,AT4G11590.1,Protein Processing and Degradation,SKP1-like protein
Q9T0C7,FB231_ARATH,reviewed,F-box protein At4g11590,At4g11590 T5C23.20,Arabidopsis thaliana (Mouse-ear cress),397,AT4G11590.1,Multifunction,F-box
D7LZN0,D7LZN0_ARALL,unreviewed,FHA domain-containing protein,ARALYDRAFT_489981,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),357,AT4G11590.1,Uncategorized,
Q9LFW0,FB257_ARATH,reviewed,Putative F-box protein At5g15660,At5g15660 F14F8.40,Arabidopsis thaliana (Mouse-ear cress),438,AT5G15660.1,Multifunction,F-box
A0A178UD40,A0A178UD40_ARATH,unreviewed,F-box domain-containing protein,AXX17_At5g15180,Arabidopsis thaliana (Mouse-ear cress),438,AT5G15660.1,Multifunction,F-box
Q9LFV9,FB258_ARATH,reviewed,Putative F-box protein At5g15670,At5g15670 F14F8.50,Arabidopsis thaliana (Mouse-ear cress),214,AT5G15670.1,Multifunction,F-box
A0A178UTG9,A0A178UTG9_ARATH,unreviewed,F-box domain-containing protein,AXX17_At5g15190 C24_LOCUS22229,Arabidopsis thaliana (Mouse-ear cress),214,AT5G15670.1,Multifunction,F-box
Q6DYE3,Q6DYE3_ARATH,unreviewed,Myb/SANT-like DNA-binding domain protein,At1g30140 T2H7.6 T2H7_6,Arabidopsis thaliana (Mouse-ear cress),222,AT1G30140.2,Genetic Information Processing,Myb/SANT
O82368,Y2988_ARATH,reviewed,Uncharacterized protein At2g29880,At2g29880 F6K5.1,Arabidopsis thaliana (Mouse-ear cress),308,AT2G29880.1,Uncharacterized,uncharacterized
A0A1D1YC90,A0A1D1YC90_9ARAE,unreviewed,Uncharacterized protein At2g29880,At2g29880_1 g.128144,Anthurium amnicola,155,AT2G29880.1,Uncharacterized,uncharacterized
F4K2V4,F4K2V4_ARATH,unreviewed,Myb/SANT-like DNA-binding domain protein,At5g27260 F21A20.5,Arabidopsis thaliana (Mouse-ear cress),303,AT5G27260.1,Genetic Information Processing,Myb/SANT
D7MV33,D7MV33_ARALL,unreviewed,Myb/SANT-like domain-containing protein,ARALYDRAFT_496320,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),292,AT5G27260.1,Genetic Information Processing,Myb/SANT
F4KA16,F4KA16_ARATH,unreviewed,Myb/SANT-like DNA-binding domain protein,At5g28820 T32B20.110 T32B20_110,Arabidopsis thaliana (Mouse-ear cress),172,AT5G28820.1,Genetic Information Processing,Myb/SANT
F4KBH7,F4KBH7_ARATH,unreviewed,Uncharacterized protein,At5g29613,Arabidopsis thaliana (Mouse-ear cress),117,AT5G29613.1,Uncharacterized,uncharacterized
Q9FJA3,Q9FJA3_ARATH,unreviewed,Transmembrane protein,MOK9.17 MOK9_17 At5g35540,Arabidopsis thaliana (Mouse-ear cress),189,AT5G35540.1,Uncategorized,
A0A178WGF3,A0A178WGF3_ARATH,unreviewed,(thale cress) hypothetical protein,At1g23810 AXX17_At1g24980 AN1_LOCUS2528 AT9943_LOCUS2071,Arabidopsis thaliana (Mouse-ear cress),241,AT1G23810.1,Uncharacterized,hypothetical protein
Q9ZUB5,Q9ZUB5_ARATH,unreviewed,F5O8.36 (Paired amphipathic helix (PAH2) superfamily protein),At1g23810 F5O8.36 F5O8_36,Arabidopsis thaliana (Mouse-ear cress),241,AT1G23810.1,Genetic Information Processing,Paired amphipathic helix
Q2V4L5,DEF68_ARATH,reviewed,Defensin-like protein 68,At1g24062 T23E23.21,Arabidopsis thaliana (Mouse-ear cress),98,AT1G24060.1,Defense & Resistance,defensin
